Date,Day of the Week,Time of the Day,Location,Reason
5/14/2023,Sunday,Evening,Backyard,Personal Habit
5/14/2023,Sunday,Evening,Home,Daily Chores
5/14/2023,Sunday,Evening,Home,Normal routine
5/14/2023,Sunday,Evening,Paddy Fields,Walking
5/14/2023,Sunday,Evening,Garden,Daily Evening Visit
5/14/2023,Sunday,Evening,Elderly Society,Weekly Assembly
5/14/2023,Sunday,Night,Elderly Society,Weekly Assembly
5/14/2023,Sunday,Night,Home,Normal routine
5/14/2023,Sunday,Night,Bakery,Buy Bakery Items
5/14/2023,Sunday,Night,Home,Dinner
5/14/2023,Sunday,Night,Home,Medicine
5/14/2023,Sunday,Night,Home,Daily Chores
5/14/2023,Sunday,Night,Home,Sleep
5/15/2023,Monday,Morning,Home,Normal routine
5/15/2023,Monday,Morning,Home ,Daily Chores
5/15/2023,Monday,Morning,Backyard,Personal Habit
5/15/2023,Monday,Morning,Garden,Daily Morning Visit
5/15/2023,Monday,Morning,Home,Breakfast
5/15/2023,Monday,Morning,Home,Medicine
5/15/2023,Monday,Morning,Paddy Fields,Relaxation
5/15/2023,Monday,Afternoon,Home,Daily Chores
5/15/2023,Monday,Afternoon,Home,Normal routine
5/15/2023,Monday,Afternoon,Home,Lunch
5/15/2023,Monday,Afternoon,Home,Medicine
5/15/2023,Monday,Afternoon,Home,Daily Chores
5/15/2023,Monday,Afternoon,Rahula College - Matara,Pickup Grandson
5/15/2023,Monday,Afternoon,Public Bus Stop,Waiting for a bus
5/15/2023,Monday,Evening,Public Bus Stop,Waiting for a bus
5/15/2023,Monday,Evening,Garden,Inspection
5/15/2023,Monday,Evening,Garden,Fertilizing
5/15/2023,Monday,Evening,Home,Sleep
5/15/2023,Monday,Evening,Backyard,Personal Habit
5/15/2023,Monday,Evening,Home,Daily Chores
5/15/2023,Monday,Evening,Home,Normal routine
5/15/2023,Monday,Evening,Garden,Daily Evening Visit
5/15/2023,Monday,Evening,Paddy Fields,Walking
5/15/2023,Monday,Evening,Paddy Fields,Relaxation
5/15/2023,Monday,Night,Home,Normal routine
5/15/2023,Monday,Night,Nearby Restaurant,Buy Food
5/15/2023,Monday,Night,Home,Dinner
5/15/2023,Monday,Night,Home,Medicine
5/15/2023,Monday,Night,Home,Daily Chores
5/15/2023,Monday,Night,Home,Sleep
5/16/2023,Tuesday,Morning,Home,Normal routine
5/16/2023,Tuesday,Morning,Home ,Daily Chores
5/16/2023,Tuesday,Morning,Backyard,Personal Habit
5/16/2023,Tuesday,Morning,Garden,Daily Morning Visit
5/16/2023,Tuesday,Morning,Home,Breakfast
5/16/2023,Tuesday,Morning,Home,Medicine
5/16/2023,Tuesday,Morning,Paddy Fields,Walking
5/16/2023,Tuesday,Morning,Paddy Fields,Relaxation
5/16/2023,Tuesday,Afternoon,,
5/16/2023,Tuesday,Afternoon,Home,Daily Chores
5/16/2023,Tuesday,Afternoon,Home,Normal routine
5/16/2023,Tuesday,Afternoon,Home,Lunch
5/16/2023,Tuesday,Afternoon,Home,Medicine
5/16/2023,Tuesday,Afternoon,Home,Daily Chores
5/16/2023,Tuesday,Afternoon,Vegetables Shop,Buy Vegetables
5/16/2023,Tuesday,Afternoon,Rahula College - Matara,Pickup Grandson
5/16/2023,Tuesday,Afternoon,Public Bus Stop,Waiting for a bus
5/16/2023,Tuesday,Evening,Garden,Inspection
5/16/2023,Tuesday,Evening,Garden,Fertilizing
5/16/2023,Tuesday,Evening,Home,Sleep
5/16/2023,Tuesday,Evening,Backyard,Personal Habit
5/16/2023,Tuesday,Evening,Home,Daily Chores
5/16/2023,Tuesday,Evening,Home,Normal routine
5/16/2023,Tuesday,Evening,Home,Normal routine
5/16/2023,Tuesday,Evening,Garden,Daily Evening Visit
5/16/2023,Tuesday,Evening,Temple,Religious Rites
5/16/2023,Tuesday,Evening,Temple ,Bodhi Pooja
5/16/2023,Tuesday,Night,Temple ,Bodhi Pooja
5/16/2023,Tuesday,Night,Temple,Religious Rites
5/16/2023,Tuesday,Night,Bakery,Buy Bakery Items
5/16/2023,Tuesday,Night,Home,Dinner
5/16/2023,Tuesday,Night,Home,Medicine
5/16/2023,Tuesday,Night,Home,Daily Chores
5/16/2023,Tuesday,Night,Home,Sleep
5/17/2023,Wednesday,Morning,Home,Normal routine
5/17/2023,Wednesday,Morning,Home ,Daily Chores
5/17/2023,Wednesday,Morning,Backyard,Personal Habit
5/17/2023,Wednesday,Morning,Garden,Daily Morning Visit
5/17/2023,Wednesday,Morning,Home,Breakfast
5/17/2023,Wednesday,Morning,Home,Medicine
5/17/2023,Wednesday,Morning,Home,Visit from Elder Daughter
5/17/2023,Wednesday,Morning,Matara General Hospital,Weekly Diabetes Clinic
5/17/2023,Wednesday,Morning,Matara General Hospital,Weekly Diabetes Tests
5/17/2023,Wednesday,Morning,Matara Public Bus Stand,Waiting for a bus
5/17/2023,Wednesday,Afternoon,Matara Public Bus Stand,Waiting for a bus
5/17/2023,Wednesday,Afternoon,Matara Public Bus Stand,Waiting till bus to start the journey
5/17/2023,Wednesday,Afternoon,Home,Daily Chores
5/17/2023,Wednesday,Afternoon,Home,Normal routine
5/17/2023,Wednesday,Afternoon,Home,Lunch
5/17/2023,Wednesday,Afternoon,Home,Medicine
5/17/2023,Wednesday,Afternoon,Home,Daily Chores
5/17/2023,Wednesday,Afternoon,Bank of Ceylon - Matara,Cash Withdrawal
5/17/2023,Wednesday,Afternoon,Rahula College - Matara,Pickup Grandson
5/17/2023,Wednesday,Afternoon,Public Bus Stop,Waiting for a bus
5/17/2023,Wednesday,Evening,Public Bus Stop,Waiting for a bus
5/17/2023,Wednesday,Evening,Garden,Inspection
5/17/2023,Wednesday,Evening,Garden,Fertilizing
5/17/2023,Wednesday,Evening,Home,Sleep
5/17/2023,Wednesday,Evening,Backyard,Personal Habit
5/17/2023,Wednesday,Evening,Home,Daily Chores
5/17/2023,Wednesday,Evening,Home,Normal routine
5/17/2023,Wednesday,Evening,Garden,Daily Evening Visit
5/17/2023,Wednesday,Evening,Paddy Fields,Walking
5/17/2023,Wednesday,Night,Paddy Fields,Relaxation
5/17/2023,Wednesday,Night,Home,Normal routine
5/17/2023,Wednesday,Night,Home,Dinner
5/17/2023,Wednesday,Night,Home,Medicine
5/17/2023,Wednesday,Night,Home,Daily Chores
5/17/2023,Wednesday,Night,Home,Sleep
5/18/2023,Thursday,Morning,Home,Normal routine
5/18/2023,Thursday,Morning,Home ,Daily Chores
5/18/2023,Thursday,Morning,Backyard,Personal Habit
5/18/2023,Thursday,Morning,Garden,Daily Morning Visit
5/18/2023,Thursday,Morning,Home,Breakfast
5/18/2023,Thursday,Morning,Home,Medicine
5/18/2023,Thursday,Morning,,
5/18/2023,Thursday,Afternoon,,
5/18/2023,Thursday,Afternoon,Home,Daily Chores
5/18/2023,Thursday,Afternoon,Home,Normal routine
5/18/2023,Thursday,Afternoon,Home,Lunch
5/18/2023,Thursday,Afternoon,Home,Medicine
5/18/2023,Thursday,Afternoon,Home,Daily Chores
5/18/2023,Thursday,Afternoon,,
5/18/2023,Thursday,Afternoon,,
5/18/2023,Thursday,Afternoon,,
5/18/2023,Thursday,Evening,Garden,Inspection
5/18/2023,Thursday,Evening,Garden,Fertilizing
5/18/2023,Thursday,Evening,Home,Sleep
5/18/2023,Thursday,Evening,Backyard,Personal Habit
5/18/2023,Thursday,Evening,Home,Daily Chores
5/18/2023,Thursday,Evening,Home,Normal routine
5/18/2023,Thursday,Evening,Home,Normal routine
5/18/2023,Thursday,Evening,Garden,Daily Evening Visit
5/18/2023,Thursday,Evening,Paddy Fields,Walking
5/18/2023,Thursday,Evening,Paddy Fields,Relaxation
5/18/2023,Thursday,Night,Garden,Inspection
5/18/2023,Thursday,Night,Garden,Fertilizing
5/18/2023,Thursday,Night,Home,Dinner
5/18/2023,Thursday,Night,Home,Medicine
5/18/2023,Thursday,Night,Home,Daily Chores
5/18/2023,Thursday,Night,Home,Sleep
5/19/2023,Friday,Morning,Home,Normal routine
5/19/2023,Friday,Morning,Home ,Daily Chores
5/19/2023,Friday,Morning,Backyard,Personal Habit
5/19/2023,Friday,Morning,Garden,Daily Morning Visit
5/19/2023,Friday,Morning,Home,Breakfast
5/19/2023,Friday,Morning,Home,Medicine
5/19/2023,Friday,Morning,Paddy Fields,Walking
5/19/2023,Friday,Morning,Paddy Fields,Relaxation
5/19/2023,Friday,Morning,,
5/19/2023,Friday,Morning,Restaurant - Matara City,Buy Food
5/19/2023,Friday,Afternoon,Restaurant - Matara City,Buy Food
5/19/2023,Friday,Afternoon,Home,Daily Chores
5/19/2023,Friday,Afternoon,Home,Normal routine
5/19/2023,Friday,Afternoon,Home,Lunch
5/19/2023,Friday,Afternoon,Home,Medicine
5/19/2023,Friday,Afternoon,Home,Daily Chores
5/19/2023,Friday,Afternoon,Rahula College - Matara,Pickup Grandson
5/19/2023,Friday,Afternoon,Public Bus Stop,Waiting for a bus
5/19/2023,Friday,Evening,Public Bus Stop,Waiting for a bus
5/19/2023,Friday,Evening,Bakery,Buy Bakery Items
5/19/2023,Friday,Evening,Garden,Inspection
5/19/2023,Friday,Evening,Garden,Fertilizing
5/19/2023,Friday,Evening,Grandson's Private Tuition Class 1,Pickup Grandson
5/19/2023,Friday,Evening,Home,Sleep
5/19/2023,Friday,Evening,Backyard,Personal Habit
5/19/2023,Friday,Evening,Home,Daily Chores
5/19/2023,Friday,Evening,Home,Normal routine
5/19/2023,Friday,Evening,Garden,Daily Evening Visit
5/19/2023,Friday,Night,Paddy Fields,Walking
5/19/2023,Friday,Night,Home,Normal routine
5/19/2023,Friday,Night,Garden,Inspection
5/19/2023,Friday,Night,Garden,Fertilizing
5/19/2023,Friday,Night,Home,Dinner
5/19/2023,Friday,Night,Home,Medicine
5/19/2023,Friday,Night,Home,Daily Chores
5/19/2023,Friday,Night,Home,Sleep
5/20/2023,Saturday,Morning,Home,Normal routine
5/20/2023,Saturday,Morning,Home ,Daily Chores
5/20/2023,Saturday,Morning,Backyard,Personal Habit
5/20/2023,Saturday,Morning,Garden,Daily Morning Visit
5/20/2023,Saturday,Morning,Home,Breakfast
5/20/2023,Saturday,Morning,Home,Medicine
5/20/2023,Saturday,Morning,Paddy Fields,Walking
5/20/2023,Saturday,Morning,Paddy Fields,Relaxation
5/20/2023,Saturday,Morning,,
5/20/2023,Saturday,Morning,Neighbour 2 House,Friendly Visit
5/20/2023,Saturday,Afternoon,Neighbour 2 House,Friendly Visit
5/20/2023,Saturday,Afternoon,Home,Daily Chores
5/20/2023,Saturday,Afternoon,Home,Normal routine
5/20/2023,Saturday,Afternoon,Home,Lunch
5/20/2023,Saturday,Afternoon,Home,Medicine
5/20/2023,Saturday,Afternoon,Home,Daily Chores
5/20/2023,Saturday,Afternoon,,
5/20/2023,Saturday,Afternoon,,
5/20/2023,Saturday,Afternoon,Garden,Inspection
5/20/2023,Saturday,Evening,Garden,Fertilizing
5/20/2023,Saturday,Evening,Grandson's Private Tuition Class 2,Pickup Grandson
5/20/2023,Saturday,Evening,Home,Sleep
5/20/2023,Saturday,Evening,Backyard,Personal Habit
5/20/2023,Saturday,Evening,Home,Daily Chores
5/20/2023,Saturday,Evening,Home,Normal routine
5/20/2023,Saturday,Evening,Home,Normal routine
5/20/2023,Saturday,Evening,Garden,Daily Evening Visit
5/20/2023,Saturday,Evening,Temple,Religious Rites
5/20/2023,Saturday,Evening,Temple ,Bodhi Pooja
5/20/2023,Saturday,Night,Temple ,Bodhi Pooja
5/20/2023,Saturday,Night,Temple,Religious Rites
5/20/2023,Saturday,Night,Nearby Restaurant,Buy Food
5/20/2023,Saturday,Night,Home,Dinner
5/20/2023,Saturday,Night,Home,Medicine
5/20/2023,Saturday,Night,Home,Daily Chores
5/20/2023,Saturday,Night,Home,Sleep
5/21/2023,Sunday,Morning,Home,Normal routine
5/21/2023,Sunday,Morning,Home ,Daily Chores
5/21/2023,Sunday,Morning,Backyard,Personal Habit
5/21/2023,Sunday,Morning,Garden,Daily Morning Visit
5/21/2023,Sunday,Morning,Home,Breakfast
5/21/2023,Sunday,Morning,Home,Medicine
5/21/2023,Sunday,Morning,Fish Shop,Buy Fish to Cook
5/21/2023,Sunday,Morning,Meat Shop,Buy Meat to Cook
5/21/2023,Sunday,Morning,Grocery Store,Buy News Paper
5/21/2023,Sunday,Morning,Sunday School,Pick up Grand Son
5/21/2023,Sunday,Afternoon,Sunday School,Pick up Grand Son
5/21/2023,Sunday,Afternoon,,
5/21/2023,Sunday,Afternoon,Home,Daily Chores
5/21/2023,Sunday,Afternoon,Home,Normal routine
5/21/2023,Sunday,Afternoon,Home,Lunch
5/21/2023,Sunday,Afternoon,Home,Medicine
5/21/2023,Sunday,Afternoon,Home,Daily Chores
5/21/2023,Sunday,Afternoon,,
5/21/2023,Sunday,Evening,Garden,Inspection
5/21/2023,Sunday,Evening,Garden,Fertilizing
5/21/2023,Sunday,Evening,Home,Sleep
5/21/2023,Sunday,Evening,Backyard,Personal Habit
5/21/2023,Sunday,Evening,Home,Daily Chores
5/21/2023,Sunday,Evening,Home,Normal routine
5/21/2023,Sunday,Evening,Paddy Fields,Relaxation
5/21/2023,Sunday,Evening,Garden,Daily Evening Visit
5/21/2023,Sunday,Evening,Elderly Society,Weekly Assembly
5/21/2023,Sunday,Night,Elderly Society,Weekly Assembly
5/21/2023,Sunday,Night,,
5/21/2023,Sunday,Night,Home,Normal routine
5/21/2023,Sunday,Night,Bakery,Buy Bakery Items
5/21/2023,Sunday,Night,Home,Dinner
5/21/2023,Sunday,Night,Home,Medicine
5/21/2023,Sunday,Night,Home,Daily Chores
5/21/2023,Sunday,Night,Home,Sleep
5/22/2023,Monday,Morning,Home,Normal routine
5/22/2023,Monday,Morning,Home ,Daily Chores
5/22/2023,Monday,Morning,Backyard,Personal Habit
5/22/2023,Monday,Morning,Garden,Daily Morning Visit
5/22/2023,Monday,Morning,Home,Breakfast
5/22/2023,Monday,Morning,Home,Medicine
5/22/2023,Monday,Morning,Neighbour 2 House,Funeral
5/22/2023,Monday,Morning,Neighbour 2 House,Family member is dead
5/22/2023,Monday,Morning,Neighbour 2 House,Helping others
5/22/2023,Monday,Morning,Neighbour 2 House,Waiting till grandson to come home
5/22/2023,Monday,Afternoon,Neighbour 2 House,Funeral
5/22/2023,Monday,Afternoon,Neighbour 2 House,Family member is dead
5/22/2023,Monday,Afternoon,Home,Daily Chores
5/22/2023,Monday,Afternoon,Home,Normal routine
5/22/2023,Monday,Afternoon,Home,Lunch
5/22/2023,Monday,Afternoon,Home,Medicine
5/22/2023,Monday,Afternoon,Home,Daily Chores
5/22/2023,Monday,Afternoon,Neighbour 2 House,Helping Family
5/22/2023,Monday,Afternoon,Neighbour 2 House,Helping Family
5/22/2023,Monday,Afternoon,Neighbour 2 House,Funeral
5/22/2023,Monday,Evening,Neighbour 2 House,Family member is dead
5/22/2023,Monday,Evening,Neighbour 2 House,Helping others
5/22/2023,Monday,Evening,Garden,Inspection
5/22/2023,Monday,Evening,Garden,Fertilizing
5/22/2023,Monday,Evening,Home,Sleep
5/22/2023,Monday,Evening,Backyard,Personal Habit
5/22/2023,Monday,Evening,Home,Daily Chores
5/22/2023,Monday,Evening,Home,Normal routine
5/22/2023,Monday,Evening,Home,Normal routine
5/22/2023,Monday,Evening,Garden,Daily Evening Visit
5/22/2023,Monday,Night,Neighbour 2 House,Funeral
5/22/2023,Monday,Night,Neighbour 2 House,Family member is dead
5/22/2023,Monday,Night,Neighbour 2 House,Helping others
5/22/2023,Monday,Night,Neighbour 2 House,Helping Family
5/22/2023,Monday,Night,Neighbour 2 House,Helping Family
5/22/2023,Monday,Night,Nearby Restaurant,Buy Food
5/22/2023,Monday,Night,Home,Dinner
5/22/2023,Monday,Night,Home,Medicine
5/22/2023,Monday,Night,Home,Daily Chores
5/22/2023,Monday,Night,Home,Sleep
5/23/2023,Tuesday,Morning,Home,Normal routine
5/23/2023,Tuesday,Morning,Home ,Daily Chores
5/23/2023,Tuesday,Morning,Backyard,Personal Habit
5/23/2023,Tuesday,Morning,Garden,Daily Morning Visit
5/23/2023,Tuesday,Morning,Home,Breakfast
5/23/2023,Tuesday,Morning,Home,Medicine
5/23/2023,Tuesday,Morning,Neighbour 2 House,Funeral
5/23/2023,Tuesday,Morning,Neighbour 2 House,Family member is dead
5/23/2023,Tuesday,Morning,Neighbour 2 House,Helping others
5/23/2023,Tuesday,Morning,Neighbour 2 House,Waiting till grandson to come home
5/23/2023,Tuesday,Afternoon,Neighbour 2 House,Funeral
5/23/2023,Tuesday,Afternoon,Neighbour 2 House,Family member is dead
5/23/2023,Tuesday,Afternoon,Home,Daily Chores
5/23/2023,Tuesday,Afternoon,Home,Normal routine
5/23/2023,Tuesday,Afternoon,Home,Lunch
5/23/2023,Tuesday,Afternoon,Home,Medicine
5/23/2023,Tuesday,Afternoon,Home,Daily Chores
5/23/2023,Tuesday,Afternoon,Neighbour 2 House,Helping Family
5/23/2023,Tuesday,Afternoon,Neighbour 2 House,Funeral
5/23/2023,Tuesday,Afternoon,Neighbour 2 House,Family member is dead
5/23/2023,Tuesday,Evening,Neighbour 2 House,Funeral Ceremony
5/23/2023,Tuesday,Evening,Neighbour 2 House,Funeral Ceremony
5/23/2023,Tuesday,Evening,Home,Sleep
5/23/2023,Tuesday,Evening,Backyard,Personal Habit
5/23/2023,Tuesday,Evening,Home,Daily Chores
5/23/2023,Tuesday,Evening,Home,Normal routine
5/23/2023,Tuesday,Evening,Home,Normal routine
5/23/2023,Tuesday,Evening,Garden,Daily Evening Visit
5/23/2023,Tuesday,Evening,Garden,Inspection
5/23/2023,Tuesday,Evening,Garden,Fertilizing
5/23/2023,Tuesday,Night,Garden,Inspection
5/23/2023,Tuesday,Night,Garden,Fertilizing
5/23/2023,Tuesday,Night,Garden,Daily Evening Visit
5/23/2023,Tuesday,Night,Neighbour 2 House,Helping others
5/23/2023,Tuesday,Night,Neighbour 2 House,Helping others
5/23/2023,Tuesday,Night,Bakery,Buy Bakery Items
5/23/2023,Tuesday,Night,Home,Dinner
5/23/2023,Tuesday,Night,Home,Medicine
5/23/2023,Tuesday,Night,Home,Daily Chores
5/23/2023,Tuesday,Night,Home,Sleep
5/24/2023,Wednesday,Morning,Home,Normal routine
5/24/2023,Wednesday,Morning,Backyard,Personal Habit
5/24/2023,Wednesday,Morning,Garden,Daily Morning Visit
5/24/2023,Wednesday,Morning,Home,Breakfast
5/24/2023,Wednesday,Morning,Home,Medicine
5/24/2023,Wednesday,Morning,Home,Visit from Elder Daughter
5/24/2023,Wednesday,Morning,Matara General Hospital,Weekly Diabetes Clinic
5/24/2023,Wednesday,Morning,Matara General Hospital,Weekly Diabetes Tests
5/24/2023,Wednesday,Morning,Pharmacy 1,Buy Medicine
5/24/2023,Wednesday,Morning,Home,Lunch
5/24/2023,Wednesday,Afternoon,Home,Medicine
5/24/2023,Wednesday,Afternoon,Matara Public Bus Stand,Waiting for a bus
5/24/2023,Wednesday,Afternoon,Matara Public Bus Stand,Waiting till bus to start the journey
5/24/2023,Wednesday,Afternoon,Home,Daily Chores
5/24/2023,Wednesday,Afternoon,Home,Normal routine
5/24/2023,Wednesday,Afternoon,Public Bus Stop,Waiting for a bus
5/24/2023,Wednesday,Afternoon,Matara Weekly Fair,Buy Vegetables
5/24/2023,Wednesday,Afternoon,Matara Weekly Fair,Buy Spices
5/24/2023,Wednesday,Afternoon,Matara Fish Market,Buy Fish
5/24/2023,Wednesday,Afternoon,Grocery Store,Buy essentials
5/24/2023,Wednesday,Evening,Rahula College - Matara,Pick up Grand Son
5/24/2023,Wednesday,Evening,Public Bus Stop,Waiting for a bus
5/24/2023,Wednesday,Evening,Garden,Inspection
5/24/2023,Wednesday,Evening,Garden,Fertilizing
5/24/2023,Wednesday,Evening,Home,Sleep
5/24/2023,Wednesday,Evening,Backyard,Personal Habit
5/24/2023,Wednesday,Evening,Home,Daily Chores
5/24/2023,Wednesday,Evening,Home,Normal routine
5/24/2023,Wednesday,Evening,Home,Normal routine
5/24/2023,Wednesday,Evening,Garden,Daily Evening Visit
5/24/2023,Wednesday,Night,Bakery,Buy Bakery Items
5/24/2023,Wednesday,Night,Garden,Daily Evening Visit
5/24/2023,Wednesday,Night,Garden,Inspection
5/24/2023,Wednesday,Night,Garden,Fertilizing
5/24/2023,Wednesday,Night,Garden,Walking
5/24/2023,Wednesday,Night,Garden,Walking
5/24/2023,Wednesday,Night,Home,Dinner
5/24/2023,Wednesday,Night,Home,Medicine
5/24/2023,Wednesday,Night,Home,Daily Chores
5/24/2023,Wednesday,Night,Home,Sleep
5/25/2023,Thursday,Morning,Home,Normal routine
5/25/2023,Thursday,Morning,Home ,Daily Chores
5/25/2023,Thursday,Morning,Backyard,Personal Habit
5/25/2023,Thursday,Morning,Garden,Daily Morning Visit
5/25/2023,Thursday,Morning,Home,Breakfast
5/25/2023,Thursday,Morning,Home,Medicine
5/25/2023,Thursday,Afternoon,Paddy Fields,Walking
5/25/2023,Thursday,Afternoon,Home,Daily Chores
5/25/2023,Thursday,Afternoon,Home,Normal routine
5/25/2023,Thursday,Afternoon,Home,Lunch
5/25/2023,Thursday,Afternoon,Home,Medicine
5/25/2023,Thursday,Afternoon,Home,Daily Chores
5/25/2023,Thursday,Afternoon,Vegetables Shop,Buy Vegetables
5/25/2023,Thursday,Afternoon,,
5/25/2023,Thursday,Afternoon,,
5/25/2023,Thursday,Evening,Garden,Inspection
5/25/2023,Thursday,Evening,Garden,Fertilizing
5/25/2023,Thursday,Evening,Home,Sleep
5/25/2023,Thursday,Evening,Backyard,Personal Habit
5/25/2023,Thursday,Evening,Home,Daily Chores
5/25/2023,Thursday,Evening,Home,Normal routine
5/25/2023,Thursday,Evening,Home,Normal routine
5/25/2023,Thursday,Evening,Garden,Daily Evening Visit
5/25/2023,Thursday,Evening,Temple,Religious Rites
5/25/2023,Thursday,Evening,Temple ,Bodhi Pooja
5/25/2023,Thursday,Night,Temple ,Bodhi Pooja
5/25/2023,Thursday,Night,Temple,Religious Rites
5/25/2023,Thursday,Night,Temple,Religious Rites
5/25/2023,Thursday,Night,Home,Dinner
5/25/2023,Thursday,Night,Home,Medicine
5/25/2023,Thursday,Night,Home,Daily Chores
5/25/2023,Thursday,Night,Home,Sleep
5/26/2023,Friday,Morning,Home,Normal routine
5/26/2023,Friday,Morning,Home ,Daily Chores
5/26/2023,Friday,Morning,Backyard,Personal Habit
5/26/2023,Friday,Morning,Garden,Daily Morning Visit
5/26/2023,Friday,Morning,Home,Breakfast
5/26/2023,Friday,Morning,Home,Medicine
5/26/2023,Friday,Morning,Bakery,Buy Bakery Items
5/26/2023,Friday,Morning,Paddy Fields,Walking
5/26/2023,Friday,Afternoon,Paddy Fields,Relaxation
5/26/2023,Friday,Afternoon,Home,Daily Chores
5/26/2023,Friday,Afternoon,Home,Normal routine
5/26/2023,Friday,Afternoon,Home,Lunch
5/26/2023,Friday,Afternoon,Home,Medicine
5/26/2023,Friday,Afternoon,Home,Daily Chores
5/26/2023,Friday,Afternoon,Rahula College - Matara,Pickup Grandson
5/26/2023,Friday,Afternoon,Public Bus Stop,Waiting for a bus
5/26/2023,Friday,Evening,Garden,Inspection
5/26/2023,Friday,Evening,Garden,Fertilizing
5/26/2023,Friday,Evening,Grandson's Private Tuition Class 1,Pickup Grandson
5/26/2023,Friday,Evening,Home,Sleep
5/26/2023,Friday,Evening,Backyard,Personal Habit
5/26/2023,Friday,Evening,Home,Daily Chores
5/26/2023,Friday,Evening,Home,Normal routine
5/26/2023,Friday,Evening,Garden,Daily Evening Visit
5/26/2023,Friday,Evening,Paddy Fields,Walking
5/26/2023,Friday,Night,Paddy Fields,Relaxation
5/26/2023,Friday,Night,Home,Normal routine
